item_id,target_id,ground_truth,reviewer_name,reviewer_role,classification,confidence,time_spent_seconds,gpt_classification,gpt_confidence,gpt_reasoning,gpt_uncertainty
ITEM-048,KIC12216817,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,3.8,69,Eclipsing_Binary,4.3,The conclusion was reached by weighing the strongest observed features while accounting for ambiguity in the underlying data. Review reference 236.,Low uncertainty.
ITEM-048,KIC12216817,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,3.2,41,Eclipsing_Binary,4.3,"Observed signatures provided moderate support for this label, although some characteristics could also support alternative interpretations. Review reference 237.",Low uncertainty.
ITEM-048,KIC12216817,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,4.4,44,Eclipsing_Binary,4.3,This result follows from examining the primary detection markers and determining which category offered the closest overall match. Review reference 238.,Low uncertainty.
ITEM-048,KIC12216817,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,1.5,49,Eclipsing_Binary,4.3,The reasoning incorporates both the dominant signal features and the reliability of the supporting observations. Review reference 239.,Low uncertainty.
ITEM-048,KIC12216817,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,3.9,95,Eclipsing_Binary,4.3,The final label was selected after reviewing the balance of evidence and comparing competing classification possibilities. Review reference 240.,Low uncertainty.
ITEM-049,KIC11494583,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,2.9,88,Eclipsing_Binary,3.9,"The decision was based on variability patterns, signal consistency, and how closely the observations matched known examples. Review reference 241.",Moderate uncertainty.
ITEM-049,KIC11494583,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,2.5,106,Eclipsing_Binary,3.9,"This assessment considered the shape of the light curve, data quality, and whether the detected features aligned with expected behavior. Review reference 242.",Moderate uncertainty.
ITEM-049,KIC11494583,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,4.5,38,Eclipsing_Binary,3.9,"The classification reflects a comparison of observed characteristics against reference cases, with attention to possible noise sources. Review reference 243.",Moderate uncertainty.
ITEM-049,KIC11494583,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,4.2,83,Eclipsing_Binary,3.9,"Several indicators were reviewed, including signal stability, feature prominence, and agreement with established classification criteria. Review reference 244.",Moderate uncertainty.
ITEM-049,KIC11494583,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,4.2,64,Eclipsing_Binary,3.9,"The available evidence suggested this outcome after evaluating trend behavior, measurement confidence, and pattern similarity. Review reference 245.",Moderate uncertainty.
ITEM-050,KIC4738426,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,3.3,114,Eclipsing_Binary,3.7,The conclusion was reached by weighing the strongest observed features while accounting for ambiguity in the underlying data. Review reference 246.,Moderate uncertainty.
ITEM-050,KIC4738426,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,1.6,98,Eclipsing_Binary,3.7,"Observed signatures provided moderate support for this label, although some characteristics could also support alternative interpretations. Review reference 247.",Moderate uncertainty.
ITEM-050,KIC4738426,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,2.3,99,Eclipsing_Binary,3.7,This result follows from examining the primary detection markers and determining which category offered the closest overall match. Review reference 248.,Moderate uncertainty.
ITEM-050,KIC4738426,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,4.7,54,Eclipsing_Binary,3.7,The reasoning incorporates both the dominant signal features and the reliability of the supporting observations. Review reference 249.,Moderate uncertainty.
ITEM-050,KIC4738426,Eclipsing_Binary,Industry Professional,Research Professional,False_Positive,3.3,59,Eclipsing_Binary,3.7,The final label was selected after reviewing the balance of evidence and comparing competing classification possibilities. Review reference 250.,Moderate uncertainty.
ITEM-051,KIC2856960,Triple_System,Professor A,Astronomy Professor,Triple_System,3.8,78,Multi_Star,3.3,"The decision was based on variability patterns, signal consistency, and how closely the observations matched known examples. Review reference 251.",Moderate uncertainty.
ITEM-051,KIC2856960,Triple_System,Professor B,Astronomy Professor,Triple_System,3.7,113,Multi_Star,3.3,"This assessment considered the shape of the light curve, data quality, and whether the detected features aligned with expected behavior. Review reference 252.",Moderate uncertainty.
ITEM-051,KIC2856960,Triple_System,Graduate Student A,Graduate Student,Multi_Star,4.9,46,Multi_Star,3.3,"The classification reflects a comparison of observed characteristics against reference cases, with attention to possible noise sources. Review reference 253.",Moderate uncertainty.
ITEM-051,KIC2856960,Triple_System,Graduate Student B,Graduate Student,Triple_System,3.4,42,Multi_Star,3.3,"Several indicators were reviewed, including signal stability, feature prominence, and agreement with established classification criteria. Review reference 254.",Moderate uncertainty.
ITEM-051,KIC2856960,Triple_System,Industry Professional,Research Professional,Multi_Star,1.4,88,Multi_Star,3.3,"The available evidence suggested this outcome after evaluating trend behavior, measurement confidence, and pattern similarity. Review reference 255.",Moderate uncertainty.
ITEM-052,KIC4150611,Multi_Star,Professor A,Astronomy Professor,Multi_Star,4.9,39,Multi_Star,3.5,The conclusion was reached by weighing the strongest observed features while accounting for ambiguity in the underlying data. Review reference 256.,Moderate uncertainty.
ITEM-052,KIC4150611,Multi_Star,Professor B,Astronomy Professor,Multi_Star,4.9,73,Multi_Star,3.5,"Observed signatures provided moderate support for this label, although some characteristics could also support alternative interpretations. Review reference 257.",Moderate uncertainty.
ITEM-052,KIC4150611,Multi_Star,Graduate Student A,Graduate Student,Multi_Star,2.6,40,Multi_Star,3.5,This result follows from examining the primary detection markers and determining which category offered the closest overall match. Review reference 258.,Moderate uncertainty.
ITEM-052,KIC4150611,Multi_Star,Graduate Student B,Graduate Student,Unknown,2.5,70,Multi_Star,3.5,The reasoning incorporates both the dominant signal features and the reliability of the supporting observations. Review reference 259.,Moderate uncertainty.
ITEM-052,KIC4150611,Multi_Star,Industry Professional,Research Professional,Multi_Star,4.5,92,Multi_Star,3.5,The final label was selected after reviewing the balance of evidence and comparing competing classification possibilities. Review reference 260.,Moderate uncertainty.
ITEM-053,KIC6387887,Unknown,Professor A,Astronomy Professor,Unknown,3.7,66,Eclipsing_Binary,4.3,"The decision was based on variability patterns, signal consistency, and how closely the observations matched known examples. Review reference 261.",Low uncertainty.
ITEM-053,KIC6387887,Unknown,Professor B,Astronomy Professor,Eclipsing_Binary,2.7,42,Eclipsing_Binary,4.3,"This assessment considered the shape of the light curve, data quality, and whether the detected features aligned with expected behavior. Review reference 262.",Low uncertainty.
ITEM-053,KIC6387887,Unknown,Graduate Student A,Graduate Student,Eclipsing_Binary,2.8,118,Eclipsing_Binary,4.3,"The classification reflects a comparison of observed characteristics against reference cases, with attention to possible noise sources. Review reference 263.",Low uncertainty.
ITEM-053,KIC6387887,Unknown,Graduate Student B,Graduate Student,Unknown,1.1,71,Eclipsing_Binary,4.3,"Several indicators were reviewed, including signal stability, feature prominence, and agreement with established classification criteria. Review reference 264.",Low uncertainty.
ITEM-053,KIC6387887,Unknown,Industry Professional,Research Professional,Triple_System,2.4,85,Eclipsing_Binary,4.3,"The available evidence suggested this outcome after evaluating trend behavior, measurement confidence, and pattern similarity. Review reference 265.",Low uncertainty.
ITEM-054,KIC11013201,Unknown,Professor A,Astronomy Professor,Unknown,4.2,51,Unknown,4.2,The conclusion was reached by weighing the strongest observed features while accounting for ambiguity in the underlying data. Review reference 266.,Low uncertainty.
ITEM-054,KIC11013201,Unknown,Professor B,Astronomy Professor,Unknown,3.4,78,Unknown,4.2,"Observed signatures provided moderate support for this label, although some characteristics could also support alternative interpretations. Review reference 267.",Low uncertainty.
ITEM-054,KIC11013201,Unknown,Graduate Student A,Graduate Student,Unknown,2.0,104,Unknown,4.2,This result follows from examining the primary detection markers and determining which category offered the closest overall match. Review reference 268.,Low uncertainty.
ITEM-054,KIC11013201,Unknown,Graduate Student B,Graduate Student,Unknown,2.8,62,Unknown,4.2,The reasoning incorporates both the dominant signal features and the reliability of the supporting observations. Review reference 269.,Low uncertainty.
ITEM-054,KIC11013201,Unknown,Industry Professional,Research Professional,Unknown,3.7,89,Unknown,4.2,The final label was selected after reviewing the balance of evidence and comparing competing classification possibilities. Review reference 270.,Low uncertainty.
ITEM-055,KIC10453521,Unknown,Professor A,Astronomy Professor,Unknown,2.4,105,Unknown,3.5,"The decision was based on variability patterns, signal consistency, and how closely the observations matched known examples. Review reference 271.",Moderate uncertainty.
ITEM-055,KIC10453521,Unknown,Professor B,Astronomy Professor,Unknown,4.8,118,Unknown,3.5,"This assessment considered the shape of the light curve, data quality, and whether the detected features aligned with expected behavior. Review reference 272.",Moderate uncertainty.
ITEM-055,KIC10453521,Unknown,Graduate Student A,Graduate Student,Unknown,4.4,55,Unknown,3.5,"The classification reflects a comparison of observed characteristics against reference cases, with attention to possible noise sources. Review reference 273.",Moderate uncertainty.
ITEM-055,KIC10453521,Unknown,Graduate Student B,Graduate Student,Multi_Star,1.4,78,Unknown,3.5,"Several indicators were reviewed, including signal stability, feature prominence, and agreement with established classification criteria. Review reference 274.",Moderate uncertainty.
ITEM-055,KIC10453521,Unknown,Industry Professional,Research Professional,Unknown,3.3,119,Unknown,3.5,"The available evidence suggested this outcome after evaluating trend behavior, measurement confidence, and pattern similarity. Review reference 275.",Moderate uncertainty.
